Technique_ID,Original_Train_Support,Frequency_Group,Augmented_Train_Support,Validation_Support,Test_Support,TP,FP,FN,Precision,Recall,F1,Threshold,Threshold_Fallback
T1602,14,Tail,48,2,3,1,1,2,0.5,0.3333333333333333,0.4,0.46,True
T1606,21,Medium,48,3,5,4,3,1,0.5714285714285714,0.8,0.6666666666666666,0.46,True
T1608,47,Medium,48,6,12,3,2,9,0.6,0.25,0.35294117647058826,0.46,True
T1609,6,Tail,48,1,2,1,1,1,0.5,0.5,0.5,0.46,True
T1610,7,Tail,48,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.46,True
T1611,9,Tail,48,1,2,1,1,1,0.5,0.5,0.5,0.46,True
T1612,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1613,6,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1614,28,Medium,48,4,7,2,0,5,1.0,0.2857142857142857,0.4444444444444445,0.46,True
T1615,6,Tail,48,1,1,0,1,1,0.0,0.0,0.0,0.46,True
T1619,4,Tail,48,1,1,0,0,1,0.0,0.0,0.0,0.46,True
T1620,8,Tail,48,1,2,0,0,2,0.0,0.0,0.0,0.46,True
