Technique_ID,Original_Train_Support,Frequency_Group,Augmented_Train_Support,Validation_Support,Test_Support,TP,FP,FN,Precision,Recall,F1,Threshold,Threshold_Fallback
T1563,18,Tail,78,2,5,0,2,5,0.0,0.0,0.0,0.49,True
T1564,160,Head,140,20,40,18,8,22,0.6923076923076923,0.45,0.5454545454545455,0.49,True
T1565,18,Tail,78,2,5,1,1,4,0.5,0.2,0.28571428571428575,0.49,True
T1566,277,Head,244,35,69,49,13,20,0.7903225806451613,0.7101449275362319,0.7480916030534351,0.49,True
T1567,22,Medium,78,3,6,2,1,4,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.49,True
T1568,44,Medium,78,6,11,3,28,8,0.0967741935483871,0.2727272727272727,0.14285714285714285,0.34,False
T1569,78,Medium,78,10,20,8,43,12,0.1568627450980392,0.4,0.22535211267605632,0.37,False
T1570,99,Medium,90,12,25,6,1,19,0.8571428571428571,0.24,0.375,0.57,False
T1571,26,Medium,78,3,7,5,2,2,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.49,True
T1572,16,Tail,78,2,4,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.49,True
T1573,236,Head,206,30,59,32,22,27,0.5925925925925926,0.5423728813559322,0.5663716814159292,0.49,True
T1574,248,Head,217,31,62,32,8,30,0.8,0.5161290322580645,0.6274509803921569,0.49,True
T1578,15,Tail,78,2,4,1,2,3,0.3333333333333333,0.25,0.28571428571428575,0.49,True
T1580,8,Tail,78,1,2,0,0,2,0.0,0.0,0.0,0.49,True
T1583,59,Medium,78,7,15,4,6,11,0.4,0.26666666666666666,0.32,0.47,False
T1584,35,Medium,78,4,9,4,1,5,0.8,0.4444444444444444,0.5714285714285714,0.49,True
T1585,29,Medium,78,4,7,1,1,6,0.5,0.14285714285714285,0.22222222222222224,0.49,True
T1586,22,Medium,78,3,6,2,2,4,0.5,0.3333333333333333,0.4,0.49,True
T1587,38,Medium,78,5,10,5,65,5,0.07142857142857142,0.5,0.125,0.3,False
T1588,85,Medium,78,11,21,9,0,12,1.0,0.42857142857142855,0.6,0.48,False
T1589,26,Medium,78,3,6,3,2,3,0.6,0.5,0.5454545454545454,0.49,True
T1590,28,Medium,78,4,7,4,4,3,0.5,0.5714285714285714,0.5333333333333333,0.49,True
T1591,20,Medium,78,3,5,1,1,4,0.5,0.2,0.28571428571428575,0.49,True
T1592,20,Medium,79,3,5,3,4,2,0.42857142857142855,0.6,0.5,0.49,True
T1593,13,Tail,78,2,3,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.49,True
T1594,5,Tail,78,1,1,0,0,1,0.0,0.0,0.0,0.49,True
T1595,15,Tail,78,2,4,1,0,3,1.0,0.25,0.4,0.49,True
T1596,27,Medium,78,3,7,4,1,3,0.8,0.5714285714285714,0.6666666666666666,0.49,True
T1597,12,Tail,78,2,3,0,0,3,0.0,0.0,0.0,0.49,True
T1598,26,Medium,78,3,7,1,1,6,0.5,0.14285714285714285,0.22222222222222224,0.49,True
T1599,15,Tail,78,2,4,0,0,4,0.0,0.0,0.0,0.49,True
T1600,13,Tail,78,2,3,1,0,2,1.0,0.3333333333333333,0.5,0.49,True
T1601,27,Medium,78,3,7,1,6,6,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.49,True
T1602,14,Tail,78,2,3,0,0,3,0.0,0.0,0.0,0.49,True
T1606,21,Medium,78,3,5,3,0,2,1.0,0.6,0.7499999999999999,0.49,True
T1608,47,Medium,78,6,12,2,27,10,0.06896551724137931,0.16666666666666666,0.0975609756097561,0.36,False
T1609,6,Tail,78,1,2,1,0,1,1.0,0.5,0.6666666666666666,0.49,True
T1610,7,Tail,78,1,2,0,0,2,0.0,0.0,0.0,0.49,True
T1611,9,Tail,78,1,2,0,0,2,0.0,0.0,0.0,0.49,True
T1612,4,Tail,78,1,1,0,0,1,0.0,0.0,0.0,0.49,True
T1613,6,Tail,78,1,1,0,0,1,0.0,0.0,0.0,0.49,True
T1614,28,Medium,78,4,7,1,1,6,0.5,0.14285714285714285,0.22222222222222224,0.49,True
T1615,6,Tail,79,1,1,0,1,1,0.0,0.0,0.0,0.49,True
T1619,4,Tail,78,1,1,0,0,1,0.0,0.0,0.0,0.49,True
T1620,8,Tail,78,1,2,0,0,2,0.0,0.0,0.0,0.49,True
